edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Israel->Poland,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Oman->Uganda,0.00,0.20,0.10,0.50,0.00,0.00,0.00
Taiwan->France,0.10,0.09,0.20,0.00,0.00,0.00,0.00
France->Latvia,0.00,0.19,0.30,0.00,0.00,0.00,0.00
France->SaudiArabia,0.30,0.10,0.29,0.00,0.00,0.00,0.00
France->Brazil,0.00,0.30,0.39,0.10,0.00,0.00,0.00
France->Georgia,0.00,0.10,0.29,0.10,0.00,0.00,0.00
France->NewZealand,0.20,0.30,0.19,0.00,0.00,0.00,0.00
Switzerland->Norway,0.10,0.00,0.06,0.00,0.00,0.00,0.00
Switzerland->Greece,0.00,0.00,0.17,0.08,0.00,0.00,0.00
Switzerland->Australia,0.10,0.30,0.16,0.10,0.00,0.00,0.00
Italy->Taiwan,0.14,0.80,0.30,0.00,0.00,0.00,0.00
Italy->Morocco,0.00,0.00,0.24,0.20,0.00,0.00,0.00
Morocco->Greece,0.00,0.00,0.04,0.01,0.00,0.00,0.00
Morocco->UnitedArabEmirates,0.00,0.00,0.14,0.10,0.00,0.00,0.00
Norway->Sweden,0.00,0.00,0.22,0.00,0.00,0.00,0.00
Norway->Turkey,0.00,0.00,0.11,0.01,0.00,0.00,0.00
Norway->Finland,0.00,0.00,0.21,0.01,0.00,0.00,0.00
Canada->SaudiArabia,0.00,0.00,0.11,0.00,0.00,0.00,0.00
Canada->Brazil,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Canada->Iceland,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Canada->Georgia,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Norway->Denmark,0.00,0.00,0.61,0.00,0.00,0.00,0.00
Norway->Colombia,0.00,0.00,0.21,0.00,0.00,0.00,0.00
Canada->Austria,0.10,0.00,0.01,0.00,0.00,0.00,0.00
Canada->Singapore,0.10,0.10,0.10,0.01,0.00,0.00,0.00
Norway->Portugal,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Portugal->France,0.00,0.02,0.12,0.01,0.00,0.00,0.00
Norway->Belgium,0.00,0.00,0.10,0.11,0.00,0.00,0.00
Canada->Luxembourg,0.10,0.01,0.00,0.00,0.00,0.00,0.00
Luxembourg->Latvia,0.00,0.01,0.30,0.00,0.00,0.00,0.00
Canada->Switzerland,0.00,0.09,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->China,0.31,0.40,0.00,0.00,0.00,0.00,0.00
Germany->India,0.10,0.10,1.00,0.00,0.00,0.00,0.00
Japan->CzechRepublic,0.00,0.10,0.10,0.30,0.00,0.00,0.00
USA->UnitedKingdom,0.00,0.10,0.10,0.40,0.00,0.00,0.00
Denmark->Switzerland,0.00,0.13,0.20,0.10,0.00,0.00,0.00
Hungary->Japan,0.00,0.20,0.07,0.24,0.00,0.00,0.00
UnitedArabEmirates->Latvia,0.10,0.10,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->Oman,0.10,0.70,0.40,0.00,0.00,0.00,0.00
Japan->Thailand,0.70,0.20,0.00,0.00,0.00,0.00,0.00
Australia->India,0.20,0.40,0.10,0.00,0.00,0.00,0.00
Malaysia->Thailand,0.20,0.40,0.00,0.00,0.00,0.00,0.00
Russia->Norway,0.00,0.20,0.09,0.00,0.00,0.00,0.00
Russia->France,0.00,0.20,0.00,0.09,0.00,0.00,0.00
Switzerland->CzechRepublic,0.20,0.40,0.29,0.30,0.00,0.00,0.00
UnitedArabEmirates->France,0.00,0.20,0.20,0.00,0.00,0.00,0.00
SaudiArabia->Australia,0.00,0.40,0.00,0.20,0.00,0.00,0.00
UnitedKingdom->France,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Jordan->Brazil,0.10,0.30,0.10,0.00,0.00,0.00,0.00
Australia->DemocraticRepublicoftheCongo,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Netherlands->Luxembourg,0.02,0.20,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Chile,0.00,0.10,0.30,0.10,0.00,0.00,0.00
UnitedKingdom->Poland,0.00,0.20,0.70,0.60,0.00,0.00,0.00
Netherlands->USA,0.00,0.02,0.40,0.00,0.00,0.00,0.00
Netherlands->Russia,0.00,0.10,0.60,0.00,0.00,0.00,0.00
Poland->Finland,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Germany->Jordan,0.00,0.10,0.60,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Denmark,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Belgium->NewZealand,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Belgium->Japan,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Germany->Chile,0.00,0.00,0.70,0.20,0.00,0.00,0.00
Spain->Uruguay,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Luxembourg->Georgia,0.10,0.10,0.68,0.10,0.00,0.00,0.00
Luxembourg->Portugal,0.00,0.10,0.10,0.53,0.10,0.00,0.00
Poland->Morocco,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Hungary->Belgium,0.00,0.20,0.60,0.30,0.00,0.00,0.00
Iceland->Austria,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Iceland->Netherlands,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Hungary->Switzerland,0.00,0.07,0.10,0.00,0.00,0.00,0.00
Hungary->Turkey,0.00,0.00,0.07,0.10,0.00,0.00,0.00
Hungary->Colombia,0.00,0.00,0.50,0.07,0.00,0.00,0.00
Hungary->UnitedKingdom,0.00,0.00,0.10,0.37,0.00,0.00,0.00
Hungary->India,0.00,0.00,0.24,0.10,0.00,0.00,0.00
Hungary->Jordan,0.00,0.10,0.07,0.07,0.00,0.00,0.00
Hungary->Israel,0.00,0.07,0.00,0.07,0.00,0.00,0.00
Colombia->Denmark,0.00,0.07,0.10,0.17,0.00,0.00,0.00
Denmark->DemocraticRepublicoftheCongo,0.00,0.03,0.10,0.00,0.00,0.00,0.00
Luxembourg->Russia,0.00,0.00,0.38,0.10,0.00,0.00,0.00
Oman->China,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->USA,0.30,0.30,0.10,0.10,0.00,0.00,0.00
Japan->France,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Austria->China,0.30,0.00,0.10,0.00,0.00,0.00,0.00
Austria->SouthAfrica,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Denmark,0.30,0.00,0.00,0.10,0.00,0.00,0.00
Australia->Vietnam,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Thailand->Finland,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->France,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Austria->Taiwan,0.20,0.00,0.00,0.00,0.00,0.00,0.00
HongKong->France,0.10,0.20,0.00,0.00,0.00,0.00,0.00
Singapore->Sweden,0.20,0.20,0.00,0.00,0.00,0.00,0.00
Australia->Taiwan,0.20,0.30,0.10,0.00,0.00,0.00,0.00
Malaysia->Taiwan,0.20,0.10,0.00,0.00,0.00,0.00,0.00
USA->Chile,0.10,0.30,0.10,0.00,0.00,0.00,0.00
Malaysia->HongKong,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Israel->Russia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Russia->China,0.00,0.10,0.10,0.00,0.00,0.00,0.00
UnitedKingdom->Senegal,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Germany,0.00,0.20,0.10,0.00,0.00,0.00,0.00
HongKong->Taiwan,0.00,0.20,0.00,0.19,0.00,0.00,0.00
HongKong->Turkey,0.00,0.40,0.00,0.00,0.00,0.00,0.00
Japan->Belgium,0.00,0.50,0.20,0.00,0.00,0.00,0.00
Japan->HongKong,0.20,0.70,0.10,0.00,0.00,0.00,0.00
Australia->Jordan,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Russia->Singapore,0.00,0.20,0.20,0.10,0.00,0.00,0.00
SouthAfrica->Germany,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Latvia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Taiwan,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Turkey,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Switzerland,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Colombia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->BosniaandHerzegovina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->Canada,0.00,0.20,0.30,0.10,0.00,0.00,0.00
SaudiArabia->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Austria->Norway,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Austria->Morocco,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->Italy,0.00,0.10,0.10,0.00,0.00,0.00,0.00
France->Russia,0.00,0.30,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Japan,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Jordan->SouthKorea,0.00,0.10,0.00,0.00,0.00,0.00,0.00
China->Bangladesh,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->BosniaandHerzegovina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Luxembourg,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Thailand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Uruguay,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Israel,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Netherlands->NewZealand,0.10,0.10,0.00,0.10,0.00,0.00,0.00
Austria->BosniaandHerzegovina,0.10,0.10,0.20,0.00,0.00,0.00,0.00
Austria->Brazil,0.10,0.10,0.30,0.00,0.00,0.00,0.00
Israel->Senegal,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Israel->Italy,0.10,0.30,0.00,0.00,0.00,0.00,0.00
Australia->Switzerland,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Jordan->Norway,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->Norway,0.00,0.10,0.20,0.00,0.00,0.00,0.00
UnitedArabEmirates->Georgia,0.00,0.20,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->India,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Australia->Brazil,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Netherlands->France,0.10,0.12,0.40,0.00,0.00,0.00,0.00
Denmark->Luxembourg,0.00,0.20,0.10,0.10,0.00,0.00,0.00
Denmark->CzechRepublic,0.00,0.10,0.00,0.00,0.00,0.00,0.00
CzechRepublic->France,0.00,0.10,0.20,0.00,0.00,0.00,0.00
CzechRepublic->USA,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Italy->Singapore,0.00,0.20,0.00,0.03,0.00,0.00,0.00
Italy->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->USA,0.00,0.50,0.00,0.00,0.00,0.00,0.00
Australia->Argentina,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Australia->Netherlands,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Australia->BosniaandHerzegovina,0.10,0.10,0.10,0.00,0.00,0.00,0.00
SouthAfrica->Romania,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->UnitedArabEmirates,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Nigeria->Greece,0.00,0.10,0.60,0.00,0.00,0.00,0.00
UnitedKingdom->Turkey,0.10,0.10,0.20,0.10,0.00,0.00,0.00
Turkey->Netherlands,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Germany->Bangladesh,0.10,0.00,0.10,0.10,0.00,0.00,0.00
SaudiArabia->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Austria->Denmark,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Portugal->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Portugal->SouthAfrica,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Israel,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Germany->Japan,0.20,0.20,0.70,0.00,0.00,0.00,0.00
Austria->Vietnam,0.20,0.10,0.20,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->BosniaandHerzegovina,0.00,0.00,0.20,0.20,0.00,0.00,0.00
Austria->Russia,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Germany->SouthAfrica,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Denmark->Uganda,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Denmark->Portugal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Kazakhstan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Senegal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Singapore,0.10,0.00,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Mexico,0.10,0.08,0.10,0.00,0.00,0.00,0.00
Australia->Luxembourg,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Senegal->Poland,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Senegal->Germany,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Belgium->Canada,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Canada->Senegal,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Australia->Spain,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Jordan->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->China,0.02,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->Iceland,0.00,0.00,0.23,0.20,0.00,0.00,0.00
Netherlands->Spain,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Spain->Finland,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Australia->Poland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Chile,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Mexico->Spain,0.00,0.07,0.50,0.00,0.00,0.00,0.00
Spain->Jordan,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Switzerland->Uganda,0.00,0.00,0.30,0.00,0.00,0.00,0.00
France->Uruguay,0.00,0.00,0.10,0.10,0.00,0.00,0.00
France->Japan,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Luxembourg->NewZealand,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Germany->Romania,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Romania->Latvia,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Romania->Italy,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Romania->Switzerland,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Vietnam->Morocco,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Vietnam->Belgium,0.00,0.00,0.50,0.30,0.00,0.00,0.00
Poland->Vietnam,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Poland->NewZealand,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Argentina->Jordan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Argentina->Georgia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Argentina->Oman,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Switzerland->Jordan,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Jordan->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->UnitedKingdom,0.00,0.00,0.20,0.50,0.00,0.00,0.00
Brazil->Jordan,0.00,0.20,0.30,0.00,0.00,0.00,0.00
Brazil->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Brazil->Japan,0.00,0.20,0.20,0.10,0.00,0.00,0.00
Brazil->Canada,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Brazil->USA,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Hungary->Argentina,0.00,0.10,0.60,0.00,0.00,0.00,0.00
Colombia->Chile,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Hungary->Poland,0.00,0.30,0.40,0.10,0.00,0.00,0.00
Hungary->Spain,0.00,0.00,0.50,0.10,0.00,0.00,0.00
Denmark->Morocco,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->SaudiArabia,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Sweden->Morocco,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Thailand->USA,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Thailand->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->Romania,0.00,0.09,0.10,0.00,0.00,0.00,0.00
Austria->Oman,0.00,0.20,0.10,0.10,0.00,0.00,0.00
Iceland->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Italy,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Germany,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Iceland->Portugal,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Portugal->USA,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Hungary->Iceland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
USA->UnitedArabEmirates,0.20,0.10,0.20,0.56,0.00,0.00,0.00
UnitedKingdom->Japan,0.08,0.16,0.30,0.30,0.00,0.00,0.00
Germany->Sweden,0.12,0.00,0.10,0.30,0.00,0.00,0.00
UnitedKingdom->SaudiArabia,0.00,0.00,0.00,0.18,0.00,0.00,0.00
Luxembourg->HongKong,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Thailand,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Belgium->Portugal,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Japan->Chile,0.00,0.00,0.20,0.20,0.00,0.00,0.00
Iceland->Denmark,0.00,0.00,0.00,0.10,0.00,0.00,0.00
USA->Italy,0.00,0.00,0.20,0.10,0.00,0.00,0.00
CzechRepublic->DemocraticRepublicoftheCongo,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Netherlands,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Portugal->Greece,0.00,0.20,0.20,0.10,0.00,0.00,0.00
Netherlands->Singapore,0.02,0.00,0.00,0.10,0.00,0.00,0.00
Netherlands->Canada,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Australia->Canada,0.00,0.20,0.10,0.30,0.00,0.00,0.00
Oman->Australia,0.00,0.20,0.10,0.30,0.00,0.00,0.00
Austria->Poland,0.10,0.00,0.20,0.10,0.00,0.00,0.00
Greece->Oman,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Greece->Belgium,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Italy->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Argentina->NewZealand,0.00,0.00,0.10,0.60,0.00,0.00,0.00
India->UnitedKingdom,0.10,0.00,0.10,0.10,0.00,0.00,0.00
Netherlands->BosniaandHerzegovina,0.10,0.00,0.10,0.10,0.00,0.00,0.00
Sweden->Kazakhstan,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Poland->Singapore,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Japan->Denmark,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Netherlands->Oman,0.00,0.00,0.10,0.20,0.00,0.00,0.00
CzechRepublic->SouthAfrica,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Argentina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Argentina->UnitedKingdom,0.00,0.10,0.10,0.10,0.00,0.00,0.00
CzechRepublic->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iceland->Switzerland,0.00,0.00,0.00,0.33,0.00,0.00,0.00
Oman->Austria,0.00,0.00,0.10,0.40,0.00,0.00,0.00
Brazil->Turkey,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Brazil->SaudiArabia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Sweden->NewZealand,0.10,0.10,0.10,0.30,0.00,0.00,0.00
Iceland->CzechRepublic,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Denmark->Russia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Denmark->India,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Uganda->UnitedKingdom,0.00,0.00,0.00,0.80,0.00,0.00,0.00
Sweden->Japan,0.10,0.10,0.20,0.10,0.00,0.00,0.00
BosniaandHerzegovina->Canada,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Chile->Hungary,0.00,0.00,0.10,0.27,0.00,0.00,0.00
Hungary->Austria,0.00,0.07,0.20,0.00,0.00,0.00,0.00
Hungary->USA,0.00,0.17,0.10,0.00,0.00,0.00,0.00
Hungary->SaudiArabia,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Hungary->Bangladesh,0.00,0.00,0.07,0.00,0.00,0.00,0.00
Hungary->NewZealand,0.00,0.00,0.27,0.00,0.00,0.00,0.00
Hungary->SouthAfrica,0.00,0.00,0.07,0.00,0.00,0.00,0.00
Hungary->Russia,0.00,0.00,0.07,0.10,0.00,0.00,0.00
Colombia->Switzerland,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Colombia->Israel,0.00,0.07,0.20,0.00,0.00,0.00,0.00
Colombia->Netherlands,0.00,0.07,0.10,0.10,0.00,0.00,0.00
Colombia->Finland,0.00,0.07,0.10,0.10,0.00,0.00,0.00
Colombia->DemocraticRepublicoftheCongo,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Hungary->Netherlands,0.00,0.10,0.00,0.17,0.00,0.00,0.00
Canada->Chile,0.00,0.10,0.25,0.00,0.00,0.00,0.00
Chile->USA,0.10,0.00,0.15,0.10,0.00,0.00,0.00
Chile->Greece,0.00,0.00,0.19,0.15,0.00,0.00,0.00
Canada->UnitedKingdom,0.00,0.00,0.15,0.00,0.00,0.00,0.00
UnitedKingdom->Hungary,0.00,0.10,0.10,0.15,0.00,0.00,0.00
UnitedKingdom->Belgium,0.00,0.10,0.30,0.25,0.00,0.00,0.00
Denmark->Finland,0.00,0.03,0.10,0.20,0.00,0.00,0.00
India->Switzerland,0.10,0.03,0.10,0.00,0.00,0.00,0.00
India->Israel,0.00,0.03,0.00,0.00,0.00,0.00,0.00
India->Bangladesh,0.00,0.00,0.23,0.10,0.00,0.00,0.00
Chile->Jordan,0.00,0.00,0.00,0.03,0.00,0.00,0.00
Chile->Colombia,0.00,0.20,0.10,0.03,0.00,0.00,0.00
UnitedKingdom->Argentina,0.00,0.18,0.22,0.10,0.00,0.00,0.00
Argentina->Taiwan,0.00,0.00,0.02,0.00,0.00,0.00,0.00
Argentina->SouthAfrica,0.00,0.00,0.12,0.10,0.00,0.00,0.00
Argentina->CzechRepublic,0.00,0.00,0.02,0.00,0.00,0.00,0.00
Argentina->Japan,0.00,0.00,0.02,0.00,0.00,0.00,0.00
Netherlands->Portugal,0.10,0.00,1.10,0.00,0.00,0.00,0.00
Brazil->Italy,0.10,0.30,0.30,0.00,0.00,0.00,0.00
Denmark->Australia,0.00,0.10,0.20,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->UnitedKingdom,0.00,0.20,0.20,0.21,0.00,0.00,0.00
Netherlands->India,0.10,0.10,0.30,0.10,0.00,0.00,0.00
Taiwan->Belgium,0.20,0.00,0.00,0.00,0.00,0.00,0.00
Argentina->France,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Argentina->Vietnam,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Vietnam->Senegal,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Japan->UnitedKingdom,0.20,0.20,0.30,0.10,0.00,0.00,0.00
Netherlands->Senegal,0.22,0.00,0.10,0.00,0.00,0.00,0.00
Belgium->Russia,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Austria->France,0.20,0.00,0.10,0.00,0.00,0.00,0.00
UnitedKingdom->Uruguay,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Belgium->Brazil,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Luxembourg->USA,0.00,0.20,0.20,0.20,0.00,0.00,0.00
Denmark->Taiwan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Germany->CzechRepublic,0.20,0.30,0.00,0.20,0.00,0.00,0.00
Brazil->Belgium,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Brazil->Denmark,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Italy->Oman,0.10,0.00,0.20,0.11,0.00,0.00,0.00
Netherlands->Chile,0.00,0.00,0.52,0.20,0.00,0.00,0.00
Malaysia->SaudiArabia,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Australia->UnitedKingdom,0.10,0.20,0.10,0.10,0.00,0.00,0.00
Australia->CzechRepublic,0.10,0.00,0.19,0.00,0.00,0.00,0.00
Taiwan->DemocraticRepublicoftheCongo,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->SouthAfrica,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Poland,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Israel,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Brazil,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Argentina,0.10,0.02,0.00,0.00,0.00,0.00,0.00
Argentina->Netherlands,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Japan->Georgia,0.10,0.20,0.10,0.00,0.00,0.00,0.00
Italy->HongKong,0.20,0.20,0.00,0.00,0.00,0.00,0.00
Singapore->Oman,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Vietnam->BosniaandHerzegovina,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Greece,0.10,0.00,0.30,0.00,0.00,0.00,0.00
Vietnam->Bangladesh,0.10,0.00,0.20,0.20,0.00,0.00,0.00
Vietnam->Norway,0.10,0.00,0.30,0.00,0.00,0.00,0.00
Bangladesh->BosniaandHerzegovina,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Morocco->Brazil,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Russia,0.10,0.00,0.10,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Jordan,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Jordan->Bangladesh,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Germany,0.10,0.00,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->Germany,0.40,0.06,0.20,0.20,0.00,0.00,0.00
Sweden->Luxembourg,0.10,0.00,0.20,0.11,0.00,0.00,0.00
Sweden->Portugal,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Sweden->Greece,0.10,0.00,0.00,0.40,0.00,0.00,0.00
Sweden->India,0.10,0.10,0.10,0.10,0.00,0.00,0.00
France->Greece,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Jordan->Morocco,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Japan->Switzerland,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Austria->Iceland,0.20,0.00,0.60,0.00,0.00,0.00,0.00
Austria->Turkey,0.10,0.00,0.10,0.00,0.00,0.00,0.00
