edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05
Argentina->Finland,0, 0, 0, 200, 0, 0
Finland->Sweden,0, 0, 0, 200, 0, 0
DemocraticRepublicoftheCongo->Argentina,0, 0, 0, 200, 0, 0
Switzerland->Kazakhstan,0, 0, 0, 200, 0, 0
Malaysia->UnitedKingdom,0, 0, 0, 200, 0, 0
Poland->Kazakhstan,0, 0, 0, 200, 0, 0
Poland->Taiwan,0, 0, 0, 200, 0, 0
Sweden->Singapore,0, 0, 0, 200, 0, 0
SouthAfrica->USA,0, 0, 0, 200, 0, 0
Luxembourg->SaudiArabia,100, 0, 0, 98, 0, 0
Portugal->Luxembourg,0, 100, 27, 71, 0, 0
Australia->Switzerland,0, 100, 0, 97, 0, 0
Australia->Portugal,0, 0, 197, 0, 0, 0
Australia->Chile,0, 0, 197, 0, 0, 0
Australia->Iceland,0, 0, 0, 197, 0, 0
Argentina->France,100, 0, 96, 0, 0, 0
Argentina->Vietnam,100, 96, 0, 0, 0, 0
Argentina->Switzerland,100, 96, 0, 0, 0, 0
Argentina->Oman,0, 0, 196, 0, 0, 0
Argentina->Georgia,0, 0, 196, 0, 0, 0
Japan->Mexico,0, 0, 196, 0, 0, 0
Chile->Russia,0, 100, 94, 0, 0, 0
Australia->Argentina,0, 193, 0, 0, 0, 0
UnitedKingdom->SaudiArabia,0, 0, 0, 191, 0, 0
Morocco->Netherlands,0, 89, 0, 100, 0, 0
Morocco->Hungary,0, 0, 0, 189, 0, 0
Latvia->SouthAfrica,0, 44, 100, 44, 0, 0
Netherlands->Turkey,0, 88, 100, 0, 0, 0
Netherlands->Romania,0, 88, 100, 0, 0, 0
Colombia->Luxembourg,0, 86, 100, 0, 0, 0
Luxembourg->Oman,0, 0, 180, 0, 0, 0
Chile->Iceland,0, 0, 180, 0, 0, 0
Belgium->Argentina,0, 105, 0, 69, 0, 0
Chile->Austria,0, 80, 94, 0, 0, 0
Hungary->Switzerland,0, 73, 100, 0, 0, 0
Hungary->Turkey,0, 0, 73, 100, 0, 0
Hungary->Russia,0, 0, 73, 100, 0, 0
Belgium->Luxembourg,69, 0, 100, 0, 0, 0
Belgium->France,0, 69, 0, 100, 0, 0
Vietnam->Germany,64, 0, 104, 0, 0, 0
Switzerland->Norway,100, 0, 60, 0, 0, 0
Iceland->UnitedKingdom,0, 0, 30, 130, 0, 0
Portugal->France,0, 27, 127, 4, 0, 0
Canada->UnitedKingdom,0, 0, 149, 0, 0, 0
Brazil->Latvia,0, 44, 100, 0, 0, 0
Latvia->Taiwan,0, 100, 0, 44, 0, 0
Hungary->Israel,0, 73, 0, 64, 0, 0
Denmark->DemocraticRepublicoftheCongo,0, 31, 100, 0, 0, 0
Netherlands->Singapore,30, 0, 0, 100, 0, 0
Netherlands->China,30, 0, 100, 0, 0, 0
Netherlands->Greece,0, 0, 130, 0, 0, 0
Australia->Malaysia,100, 27, 0, 0, 0, 0
India->Jordan,0, 0, 127, 0, 0, 0
Argentina->USA,100, 0, 26, 0, 0, 0
Argentina->Luxembourg,0, 0, 100, 26, 0, 0
HongKong->Uruguay,25, 100, 0, 0, 0, 0
Uruguay->Australia,0, 125, 0, 0, 0, 0
Singapore->UnitedArabEmirates,15, 100, 0, 0, 0, 0
UnitedKingdom->SouthAfrica,0, 56, 0, 56, 0, 0
DemocraticRepublicoftheCongo->Kazakhstan,0, 0, 111, 0, 0, 0
Netherlands->Morocco,0, 0, 109, 0, 0, 0
Taiwan->Argentina,100, 8, 0, 0, 0, 0
Taiwan->Spain,0, 8, 100, 0, 0, 0
Taiwan->Italy,0, 108, 0, 0, 0, 0
Norway->Turkey,0, 0, 104, 4, 0, 0
Canada->Austria,100, 0, 4, 0, 0, 0
SouthAfrica->Switzerland,0, 104, 0, 0, 0, 0
SouthAfrica->Brazil,0, 104, 0, 0, 0, 0
SouthAfrica->France,0, 100, 4, 0, 0, 0
Canada->Turkey,0, 100, 4, 0, 0, 0
Canada->SaudiArabia,0, 0, 104, 0, 0, 0
Portugal->HongKong,0, 0, 104, 0, 0, 0
Canada->Luxembourg,100, 3, 0, 0, 0, 0
CzechRepublic->Argentina,0, 3, 0, 100, 0, 0
Thailand->SaudiArabia,0, 3, 0, 100, 0, 0
CzechRepublic->Switzerland,0, 0, 100, 3, 0, 0
HongKong->UnitedKingdom,1, 100, 1, 0, 0, 0
Taiwan->DemocraticRepublicoftheCongo,100, 0, 0, 0, 0, 0
Taiwan->SouthAfrica,100, 0, 0, 0, 0, 0
Taiwan->Poland,100, 0, 0, 0, 0, 0
Taiwan->Israel,100, 0, 0, 0, 0, 0
Taiwan->Brazil,100, 0, 0, 0, 0, 0
Argentina->Netherlands,100, 0, 0, 0, 0, 0
Spain->Turkey,100, 0, 0, 0, 0, 0
Thailand->Canada,100, 0, 0, 0, 0, 0
Singapore->Oman,100, 0, 0, 0, 0, 0
Chile->Mexico,100, 0, 0, 0, 0, 0
Mexico->Iceland,100, 0, 0, 0, 0, 0
Mexico->Turkey,100, 0, 0, 0, 0, 0
Thailand->Jordan,100, 0, 0, 0, 0, 0
Thailand->Poland,100, 0, 0, 0, 0, 0
Thailand->Italy,100, 0, 0, 0, 0, 0
Bangladesh->BosniaandHerzegovina,100, 0, 0, 0, 0, 0
Morocco->Brazil,100, 0, 0, 0, 0, 0
Spain->BosniaandHerzegovina,100, 0, 0, 0, 0, 0
Spain->CzechRepublic,100, 0, 0, 0, 0, 0
Spain->Uganda,100, 0, 0, 0, 0, 0
Spain->Norway,100, 0, 0, 0, 0, 0
Spain->Latvia,100, 0, 0, 0, 0, 0
Argentina->Senegal,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->Jordan,100, 0, 0, 0, 0, 0
Switzerland->Malaysia,100, 0, 0, 0, 0, 0
Jordan->Germany,100, 0, 0, 0, 0, 0
Luxembourg->Romania,100, 0, 0, 0, 0, 0
Singapore->Russia,100, 0, 0, 0, 0, 0
Singapore->CzechRepublic,100, 0, 0, 0, 0, 0
Singapore->Italy,100, 0, 0, 0, 0, 0
Singapore->Vietnam,100, 0, 0, 0, 0, 0
Jordan->Morocco,100, 0, 0, 0, 0, 0
India->Uganda,100, 0, 0, 0, 0, 0
Denmark->Italy,100, 0, 0, 0, 0, 0
Oman->China,100, 0, 0, 0, 0, 0
Bangladesh->Argentina,100, 0, 0, 0, 0, 0
Bangladesh->SaudiArabia,100, 0, 0, 0, 0, 0
Bangladesh->Norway,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->DemocraticRepublicoftheCongo,100, 0, 0, 0, 0, 0
Austria->HongKong,100, 0, 0, 0, 0, 0
Austria->UnitedArabEmirates,100, 0, 0, 0, 0, 0
Malaysia->Norway,100, 0, 0, 0, 0, 0
Canada->Malaysia,100, 0, 0, 0, 0, 0
Netherlands->Thailand,100, 0, 0, 0, 0, 0
Thailand->Senegal,100, 0, 0, 0, 0, 0
HongKong->NewZealand,100, 0, 0, 0, 0, 0
Switzerland->Thailand,100, 0, 0, 0, 0, 0
Thailand->India,100, 0, 0, 0, 0, 0
Thailand->Greece,100, 0, 0, 0, 0, 0
Thailand->Colombia,100, 0, 0, 0, 0, 0
Thailand->Luxembourg,100, 0, 0, 0, 0, 0
Malaysia->Germany,100, 0, 0, 0, 0, 0
Thailand->Finland,100, 0, 0, 0, 0, 0
Thailand->Denmark,100, 0, 0, 0, 0, 0
France->SouthAfrica,100, 0, 0, 0, 0, 0
SouthKorea->Greece,100, 0, 0, 0, 0, 0
SouthKorea->Austria,100, 0, 0, 0, 0, 0
SouthKorea->Colombia,100, 0, 0, 0, 0, 0
SouthKorea->Thailand,100, 0, 0, 0, 0, 0
France->Malaysia,100, 0, 0, 0, 0, 0
China->Morocco,100, 0, 0, 0, 0, 0
HongKong->SaudiArabia,100, 0, 0, 0, 0, 0
NewZealand->Malaysia,100, 0, 0, 0, 0, 0
CzechRepublic->Russia,100, 0, 0, 0, 0, 0
CzechRepublic->Romania,100, 0, 0, 0, 0, 0
Romania->USA,100, 0, 0, 0, 0, 0
Romania->Taiwan,100, 0, 0, 0, 0, 0
Romania->Kazakhstan,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->Japan,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->Greece,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->Sweden,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->UnitedArabEmirates,100, 0, 0, 0, 0, 0
BosniaandHerzegovina->China,100, 0, 0, 0, 0, 0
Spain->SouthAfrica,100, 0, 0, 0, 0, 0
Australia->Colombia,100, 0, 0, 0, 0, 0
Canada->Israel,100, 0, 0, 0, 0, 0
Canada->Sweden,100, 0, 0, 0, 0, 0
Denmark->Argentina,100, 0, 0, 0, 0, 0
Malaysia->Greece,0, 100, 0, 0, 0, 0
Chile->Senegal,0, 100, 0, 0, 0, 0
Malaysia->HongKong,0, 100, 0, 0, 0, 0
Spain->Thailand,0, 100, 0, 0, 0, 0
Spain->Malaysia,0, 100, 0, 0, 0, 0
Thailand->Uganda,0, 100, 0, 0, 0, 0
Japan->UnitedArabEmirates,0, 100, 0, 0, 0, 0
Vietnam->SouthKorea,0, 100, 0, 0, 0, 0
Senegal->Austria,0, 100, 0, 0, 0, 0
Senegal->Russia,0, 100, 0, 0, 0, 0
Senegal->Switzerland,0, 100, 0, 0, 0, 0
Senegal->NewZealand,0, 100, 0, 0, 0, 0
Senegal->Chile,0, 100, 0, 0, 0, 0
Israel->Russia,0, 100, 0, 0, 0, 0
SouthKorea->Norway,0, 100, 0, 0, 0, 0
SouthKorea->Italy,0, 100, 0, 0, 0, 0
Singapore->Germany,0, 100, 0, 0, 0, 0
HongKong->Canada,0, 100, 0, 0, 0, 0
Poland->Denmark,0, 100, 0, 0, 0, 0
Norway->China,0, 100, 0, 0, 0, 0
UnitedKingdom->Georgia,0, 100, 0, 0, 0, 0
Uruguay->Taiwan,0, 100, 0, 0, 0, 0
Taiwan->Greece,0, 100, 0, 0, 0, 0
UnitedKingdom->Senegal,0, 100, 0, 0, 0, 0
SouthKorea->Singapore,0, 100, 0, 0, 0, 0
Georgia->Poland,0, 100, 0, 0, 0, 0
USA->Romania,0, 100, 0, 0, 0, 0
Thailand->Belgium,0, 100, 0, 0, 0, 0
Senegal->DemocraticRepublicoftheCongo,0, 100, 0, 0, 0, 0
HongKong->Norway,0, 100, 0, 0, 0, 0
HongKong->Oman,0, 100, 0, 0, 0, 0
Turkey->China,0, 100, 0, 0, 0, 0
SouthKorea->Jordan,0, 100, 0, 0, 0, 0
HongKong->Brazil,0, 100, 0, 0, 0, 0
France->SouthKorea,0, 100, 0, 0, 0, 0
SouthKorea->Spain,0, 100, 0, 0, 0, 0
Brazil->China,0, 100, 0, 0, 0, 0
Brazil->UnitedArabEmirates,0, 100, 0, 0, 0, 0
Brazil->Luxembourg,0, 100, 0, 0, 0, 0
Brazil->SouthAfrica,0, 100, 0, 0, 0, 0
CzechRepublic->Latvia,0, 100, 0, 0, 0, 0
Israel->SouthAfrica,0, 100, 0, 0, 0, 0
NewZealand->Oman,0, 100, 0, 0, 0, 0
NewZealand->Switzerland,0, 100, 0, 0, 0, 0
NewZealand->BosniaandHerzegovina,0, 100, 0, 0, 0, 0
NewZealand->Luxembourg,0, 100, 0, 0, 0, 0
France->HongKong,0, 100, 0, 0, 0, 0
SouthAfrica->Germany,0, 100, 0, 0, 0, 0
SouthAfrica->Latvia,0, 100, 0, 0, 0, 0
SouthAfrica->Taiwan,0, 100, 0, 0, 0, 0
SouthAfrica->Turkey,0, 100, 0, 0, 0, 0
SouthAfrica->Colombia,0, 100, 0, 0, 0, 0
UnitedArabEmirates->BosniaandHerzegovina,0, 100, 0, 0, 0, 0
Germany->SouthKorea,0, 100, 0, 0, 0, 0
Georgia->Singapore,0, 100, 0, 0, 0, 0
Georgia->NewZealand,0, 100, 0, 0, 0, 0
Georgia->China,0, 100, 0, 0, 0, 0
Georgia->Japan,0, 100, 0, 0, 0, 0
SaudiArabia->DemocraticRepublicoftheCongo,0, 100, 0, 0, 0, 0
SaudiArabia->Singapore,0, 100, 0, 0, 0, 0
Austria->Morocco,0, 100, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Bangladesh,0, 100, 0, 0, 0, 0
Kazakhstan->UnitedKingdom,0, 100, 0, 0, 0, 0
Morocco->Australia,0, 100, 0, 0, 0, 0
Greece->Singapore,0, 100, 0, 0, 0, 0
Greece->NewZealand,0, 100, 0, 0, 0, 0
Norway->HongKong,0, 100, 0, 0, 0, 0
Malaysia->Israel,0, 100, 0, 0, 0, 0
NewZealand->Italy,0, 100, 0, 0, 0, 0
Chile->India,0, 100, 0, 0, 0, 0
Hungary->Australia,0, 100, 0, 0, 0, 0
Jordan->Russia,0, 100, 0, 0, 0, 0
Brazil->Singapore,0, 100, 0, 0, 0, 0
Latvia->UnitedArabEmirates,0, 100, 0, 0, 0, 0
Switzerland->HongKong,0, 100, 0, 0, 0, 0
BosniaandHerzegovina->Iceland,0, 100, 0, 0, 0, 0
Iceland->Russia,0, 100, 0, 0, 0, 0
Iceland->SaudiArabia,0, 100, 0, 0, 0, 0
Iceland->Uganda,0, 100, 0, 0, 0, 0
Portugal->BosniaandHerzegovina,0, 100, 0, 0, 0, 0
Portugal->Romania,0, 100, 0, 0, 0, 0
Belgium->Sweden,0, 100, 0, 0, 0, 0
Jordan->SouthKorea,0, 100, 0, 0, 0, 0
China->Bangladesh,0, 100, 0, 0, 0, 0
BosniaandHerzegovina->Argentina,0, 100, 0, 0, 0, 0
Oman->Singapore,0, 100, 0, 0, 0, 0
Oman->USA,0, 100, 0, 0, 0, 0
Sweden->Nigeria,0, 100, 0, 0, 0, 0
CzechRepublic->Luxembourg,0, 100, 0, 0, 0, 0
Denmark->Singapore,0, 100, 0, 0, 0, 0
Canada->Vietnam,0, 100, 0, 0, 0, 0
Portugal->DemocraticRepublicoftheCongo,0, 100, 0, 0, 0, 0
China->Nigeria,0, 100, 0, 0, 0, 0
Malaysia->SouthKorea,0, 100, 0, 0, 0, 0
Morocco->Vietnam,0, 100, 0, 0, 0, 0
Russia->Colombia,0, 100, 0, 0, 0, 0
Greece->CzechRepublic,0, 100, 0, 0, 0, 0
Romania->Brazil,0, 100, 0, 0, 0, 0
Romania->Sweden,0, 100, 0, 0, 0, 0
Iceland->Spain,0, 100, 0, 0, 0, 0
Argentina->Colombia,0, 100, 0, 0, 0, 0
Singapore->Uganda,0, 100, 0, 0, 0, 0
Jordan->Oman,0, 100, 0, 0, 0, 0
Jordan->BosniaandHerzegovina,0, 100, 0, 0, 0, 0
Jordan->Luxembourg,0, 100, 0, 0, 0, 0
Jordan->Thailand,0, 100, 0, 0, 0, 0
Jordan->Uruguay,0, 100, 0, 0, 0, 0
Denmark->SouthAfrica,0, 100, 0, 0, 0, 0
Belgium->Uganda,0, 100, 0, 0, 0, 0
Hungary->Luxembourg,0, 100, 0, 0, 0, 0
Jordan->Norway,0, 100, 0, 0, 0, 0
Denmark->CzechRepublic,0, 100, 0, 0, 0, 0
Italy->DemocraticRepublicoftheCongo,0, 100, 0, 0, 0, 0
NewZealand->Belgium,0, 100, 0, 0, 0, 0
NewZealand->Morocco,0, 100, 0, 0, 0, 0
Uganda->Nigeria,0, 100, 0, 0, 0, 0
SouthAfrica->Romania,0, 100, 0, 0, 0, 0
SouthAfrica->UnitedArabEmirates,0, 100, 0, 0, 0, 0
Greece->Turkey,0, 100, 0, 0, 0, 0
Latvia->Mexico,0, 100, 0, 0, 0, 0
Singapore->Bangladesh,0, 100, 0, 0, 0, 0
Canada->Oman,0, 100, 0, 0, 0, 0
Morocco->Oman,0, 100, 0, 0, 0, 0
Kazakhstan->Oman,0, 100, 0, 0, 0, 0
Kazakhstan->Australia,0, 100, 0, 0, 0, 0
SaudiArabia->HongKong,0, 100, 0, 0, 0, 0
SaudiArabia->Chile,0, 100, 0, 0, 0, 0
Turkey->Thailand,0, 100, 0, 0, 0, 0
SaudiArabia->Hungary,0, 100, 0, 0, 0, 0
Israel->UnitedArabEmirates,0, 100, 0, 0, 0, 0
Uruguay->Jordan,0, 100, 0, 0, 0, 0
Turkey->Georgia,0, 100, 0, 0, 0, 0
Poland->HongKong,0, 0, 100, 0, 0, 0
Greece->Mexico,0, 0, 100, 0, 0, 0
Latvia->China,0, 0, 100, 0, 0, 0
Australia->Greece,0, 0, 100, 0, 0, 0
Russia->Jordan,0, 0, 100, 0, 0, 0
Bangladesh->Iceland,0, 0, 100, 0, 0, 0
Portugal->UnitedArabEmirates,0, 0, 100, 0, 0, 0
Vietnam->Thailand,0, 0, 100, 0, 0, 0
Turkey->Malaysia,0, 0, 100, 0, 0, 0
UnitedArabEmirates->Romania,0, 0, 100, 0, 0, 0
UnitedArabEmirates->Spain,0, 0, 100, 0, 0, 0
UnitedArabEmirates->SaudiArabia,0, 0, 100, 0, 0, 0
SaudiArabia->SouthAfrica,0, 0, 100, 0, 0, 0
BosniaandHerzegovina->Brazil,0, 0, 100, 0, 0, 0
Greece->Israel,0, 0, 100, 0, 0, 0
Uganda->Chile,0, 0, 100, 0, 0, 0
Chile->Vietnam,0, 0, 100, 0, 0, 0
Norway->Greece,0, 0, 100, 0, 0, 0
SouthKorea->UnitedKingdom,0, 0, 100, 0, 0, 0
SouthKorea->Nigeria,0, 0, 100, 0, 0, 0
SouthKorea->Chile,0, 0, 100, 0, 0, 0
Germany->Malaysia,0, 0, 100, 0, 0, 0
Bangladesh->Taiwan,0, 0, 100, 0, 0, 0
Bangladesh->Vietnam,0, 0, 100, 0, 0, 0
Vietnam->Finland,0, 0, 100, 0, 0, 0
France->Bangladesh,0, 0, 100, 0, 0, 0
Singapore->Norway,0, 0, 100, 0, 0, 0
Singapore->Iceland,0, 0, 100, 0, 0, 0
India->Sweden,0, 0, 100, 0, 0, 0
India->Poland,0, 0, 100, 0, 0, 0
Morocco->Bangladesh,0, 0, 100, 0, 0, 0
HongKong->Latvia,0, 0, 100, 0, 0, 0
Argentina->Uganda,0, 0, 100, 0, 0, 0
Norway->Nigeria,0, 0, 100, 0, 0, 0
Norway->Chile,0, 0, 100, 0, 0, 0
Greece->Australia,0, 0, 100, 0, 0, 0
Oman->Latvia,0, 0, 100, 0, 0, 0
Oman->SouthAfrica,0, 0, 100, 0, 0, 0
Turkey->Germany,0, 0, 100, 0, 0, 0
Australia->Kazakhstan,0, 0, 100, 0, 0, 0
NewZealand->Nigeria,0, 0, 100, 0, 0, 0
Austria->Spain,0, 0, 100, 0, 0, 0
Poland->Canada,0, 0, 100, 0, 0, 0
Poland->Hungary,0, 0, 100, 0, 0, 0
Morocco->BosniaandHerzegovina,0, 0, 100, 0, 0, 0
Morocco->Senegal,0, 0, 100, 0, 0, 0
Morocco->Taiwan,0, 0, 100, 0, 0, 0
Norway->Uruguay,0, 0, 100, 0, 0, 0
Vietnam->Spain,0, 0, 100, 0, 0, 0
Vietnam->Taiwan,0, 0, 100, 0, 0, 0
Turkey->Austria,0, 0, 100, 0, 0, 0
Latvia->Portugal,0, 0, 100, 0, 0, 0
Switzerland->Nigeria,0, 0, 100, 0, 0, 0
Turkey->Netherlands,0, 0, 100, 0, 0, 0
Portugal->Mexico,0, 0, 100, 0, 0, 0
Portugal->SouthAfrica,0, 0, 100, 0, 0, 0
Sweden->Senegal,0, 0, 100, 0, 0, 0
Poland->Norway,0, 0, 100, 0, 0, 0
Luxembourg->Kazakhstan,0, 0, 100, 0, 0, 0
Bangladesh->Uganda,0, 0, 100, 0, 0, 0
BosniaandHerzegovina->SaudiArabia,0, 0, 100, 0, 0, 0
CzechRepublic->Germany,0, 0, 100, 0, 0, 0
CzechRepublic->Japan,0, 0, 100, 0, 0, 0
Austria->Chile,0, 0, 100, 0, 0, 0
Australia->Russia,0, 0, 100, 0, 0, 0
Uganda->Brazil,0, 0, 100, 0, 0, 0
Uganda->BosniaandHerzegovina,0, 0, 100, 0, 0, 0
Israel->Uganda,0, 0, 100, 0, 0, 0
Israel->BosniaandHerzegovina,0, 0, 100, 0, 0, 0
Israel->Japan,0, 0, 100, 0, 0, 0
India->Iceland,0, 0, 100, 0, 0, 0
Germany->SouthAfrica,0, 0, 100, 0, 0, 0
Denmark->Uganda,0, 0, 100, 0, 0, 0
Denmark->Portugal,0, 0, 100, 0, 0, 0
UnitedArabEmirates->Colombia,0, 0, 100, 0, 0, 0
Austria->Senegal,0, 0, 100, 0, 0, 0
Singapore->Kazakhstan,0, 0, 100, 0, 0, 0
Singapore->Senegal,0, 0, 100, 0, 0, 0
Senegal->Germany,0, 0, 100, 0, 0, 0
Belgium->Canada,0, 0, 100, 0, 0, 0
Mexico->Luxembourg,0, 0, 100, 0, 0, 0
Jordan->Nigeria,0, 0, 100, 0, 0, 0
Norway->Senegal,0, 0, 100, 0, 0, 0
Malaysia->Colombia,0, 0, 100, 0, 0, 0
Vietnam->Oman,0, 0, 100, 0, 0, 0
CzechRepublic->Israel,0, 0, 100, 0, 0, 0
Hungary->Oman,0, 0, 100, 0, 0, 0
Israel->Jordan,0, 0, 100, 0, 0, 0
Jordan->Iceland,0, 0, 100, 0, 0, 0
Poland->Mexico,0, 0, 100, 0, 0, 0
SaudiArabia->Japan,0, 0, 100, 0, 0, 0
Colombia->Nigeria,0, 0, 100, 0, 0, 0
BosniaandHerzegovina->Australia,0, 0, 100, 0, 0, 0
Netherlands->Finland,0, 0, 100, 0, 0, 0
Taiwan->Nigeria,0, 0, 100, 0, 0, 0
Bangladesh->Spain,0, 0, 100, 0, 0, 0
Nigeria->NewZealand,0, 0, 100, 0, 0, 0
Oman->Brazil,0, 0, 100, 0, 0, 0
Israel->SaudiArabia,0, 0, 100, 0, 0, 0
Israel->Turkey,0, 0, 100, 0, 0, 0
Taiwan->Jordan,0, 0, 100, 0, 0, 0
Australia->Poland,0, 0, 100, 0, 0, 0
Taiwan->Morocco,0, 0, 100, 0, 0, 0
Taiwan->Iceland,0, 0, 100, 0, 0, 0
Argentina->Turkey,0, 0, 100, 0, 0, 0
Hungary->Finland,0, 0, 100, 0, 0, 0
Italy->Nigeria,0, 0, 100, 0, 0, 0
NewZealand->Uruguay,0, 0, 100, 0, 0, 0
Oman->Russia,0, 0, 100, 0, 0, 0
Hungary->France,0, 0, 100, 0, 0, 0
Hungary->Singapore,0, 0, 100, 0, 0, 0
Finland->Brazil,0, 0, 100, 0, 0, 0
Finland->Israel,0, 0, 100, 0, 0, 0
Australia->Finland,0, 0, 100, 0, 0, 0
NewZealand->Hungary,0, 0, 100, 0, 0, 0
NewZealand->Denmark,0, 0, 100, 0, 0, 0
NewZealand->Germany,0, 0, 100, 0, 0, 0
Greece->Argentina,0, 0, 100, 0, 0, 0
Greece->Hungary,0, 0, 100, 0, 0, 0
Turkey->Kazakhstan,0, 0, 100, 0, 0, 0
Morocco->Belgium,0, 0, 100, 0, 0, 0
India->DemocraticRepublicoftheCongo,0, 0, 100, 0, 0, 0
Senegal->USA,0, 0, 100, 0, 0, 0
Greece->HongKong,0, 0, 100, 0, 0, 0
Greece->Austria,0, 0, 100, 0, 0, 0
Belgium->Mexico,0, 0, 100, 0, 0, 0
Chile->Norway,0, 0, 100, 0, 0, 0
Georgia->Spain,0, 0, 100, 0, 0, 0
Georgia->Finland,0, 0, 100, 0, 0, 0
Georgia->Mexico,0, 0, 100, 0, 0, 0
Mexico->USA,0, 0, 100, 0, 0, 0
India->CzechRepublic,0, 0, 100, 0, 0, 0
Chile->DemocraticRepublicoftheCongo,0, 0, 100, 0, 0, 0
DemocraticRepublicoftheCongo->NewZealand,0, 0, 100, 0, 0, 0
India->Georgia,0, 0, 100, 0, 0, 0
Brazil->Vietnam,0, 0, 100, 0, 0, 0
CzechRepublic->UnitedArabEmirates,0, 0, 100, 0, 0, 0
CzechRepublic->Sweden,0, 0, 100, 0, 0, 0
Israel->Brazil,0, 0, 100, 0, 0, 0
Israel->Georgia,0, 0, 100, 0, 0, 0
Mexico->Italy,0, 0, 100, 0, 0, 0
Chile->Luxembourg,0, 0, 100, 0, 0, 0
Chile->France,0, 0, 100, 0, 0, 0
Netherlands->Georgia,0, 0, 100, 0, 0, 0
Brazil->Oman,0, 0, 100, 0, 0, 0
Brazil->Iceland,0, 0, 100, 0, 0, 0
Brazil->Israel,0, 0, 100, 0, 0, 0
Portugal->Georgia,0, 0, 100, 0, 0, 0
Germany->Romania,0, 0, 100, 0, 0, 0
Argentina->Jordan,0, 0, 100, 0, 0, 0
Finland->Norway,0, 0, 100, 0, 0, 0
Finland->France,0, 0, 100, 0, 0, 0
Finland->Argentina,0, 0, 100, 0, 0, 0
Finland->Turkey,0, 0, 100, 0, 0, 0
Hungary->Vietnam,0, 0, 100, 0, 0, 0
Colombia->Greece,0, 0, 100, 0, 0, 0
Canada->Poland,0, 0, 100, 0, 0, 0
India->Latvia,0, 0, 100, 0, 0, 0
Latvia->Luxembourg,0, 0, 100, 0, 0, 0
Luxembourg->Morocco,0, 0, 100, 0, 0, 0
Germany->Georgia,0, 0, 100, 0, 0, 0
Jordan->Spain,0, 0, 100, 0, 0, 0
Denmark->Poland,0, 0, 100, 0, 0, 0
Finland->Spain,0, 0, 100, 0, 0, 0
Iceland->Belgium,0, 0, 100, 0, 0, 0
Netherlands->Uganda,0, 0, 100, 0, 0, 0
Brazil->Nigeria,0, 0, 100, 0, 0, 0
Brazil->USA,0, 0, 100, 0, 0, 0
Denmark->Morocco,0, 0, 100, 0, 0, 0
Denmark->Mexico,0, 0, 100, 0, 0, 0
Mexico->Morocco,0, 0, 100, 0, 0, 0
NewZealand->Spain,0, 0, 100, 0, 0, 0
Luxembourg->UnitedArabEmirates,0, 0, 100, 0, 0, 0
Hungary->DemocraticRepublicoftheCongo,0, 0, 100, 0, 0, 0
Hungary->Canada,0, 0, 100, 0, 0, 0
Latvia->Chile,0, 0, 100, 0, 0, 0
Iceland->Vietnam,0, 0, 100, 0, 0, 0
Iceland->Poland,0, 0, 100, 0, 0, 0
Iceland->Australia,0, 0, 100, 0, 0, 0
Turkey->Iceland,0, 0, 100, 0, 0, 0
Israel->DemocraticRepublicoftheCongo,0, 0, 100, 0, 0, 0
Latvia->Spain,0, 0, 100, 0, 0, 0
Latvia->Singapore,0, 0, 100, 0, 0, 0
Singapore->Netherlands,0, 0, 100, 0, 0, 0
Singapore->Greece,0, 0, 100, 0, 0, 0
Singapore->Argentina,0, 0, 100, 0, 0, 0
Russia->HongKong,0, 0, 100, 0, 0, 0
Greece->Finland,0, 0, 100, 0, 0, 0
Singapore->Brazil,0, 0, 100, 0, 0, 0
Singapore->Portugal,0, 0, 100, 0, 0, 0
Portugal->Finland,0, 0, 100, 0, 0, 0
Luxembourg->Vietnam,0, 0, 100, 0, 0, 0
CzechRepublic->Austria,0, 0, 100, 0, 0, 0
CzechRepublic->Greece,0, 0, 100, 0, 0, 0
CzechRepublic->Oman,0, 0, 100, 0, 0, 0
Brazil->France,0, 0, 100, 0, 0, 0
Japan->Luxembourg,0, 0, 100, 0, 0, 0
Spain->Singapore,0, 0, 100, 0, 0, 0
Mexico->NewZealand,0, 0, 100, 0, 0, 0
Mexico->Portugal,0, 0, 100, 0, 0, 0
Senegal->Luxembourg,0, 0, 100, 0, 0, 0
Oman->Sweden,0, 0, 100, 0, 0, 0
UnitedArabEmirates->SouthAfrica,0, 0, 100, 0, 0, 0
Portugal->Iceland,0, 0, 100, 0, 0, 0
Uganda->India,0, 0, 100, 0, 0, 0
Thailand->Iceland,0, 0, 100, 0, 0, 0
Portugal->Bangladesh,0, 0, 100, 0, 0, 0
Luxembourg->Israel,0, 0, 100, 0, 0, 0
Romania->Australia,0, 0, 100, 0, 0, 0
Romania->Austria,0, 0, 100, 0, 0, 0
Senegal->Belgium,0, 0, 100, 0, 0, 0
